hospital_id,num_samples,baseline_auc,without_auc,contribution,contribution_pct
1,89,0.8042483660130719,0.7852941176470588,0.018954248366013116,2.356765542462419
2,89,0.8042483660130719,0.7908496732026143,0.01339869281045758,1.6659894351889553
3,89,0.8042483660130719,0.8055555555555555,-0.0013071895424835445,-0.16253555465256586
4,89,0.8042483660130719,0.8111111111111111,-0.006862745098039191,-0.8533116619260434
5,96,0.8042483660130719,0.8101307189542484,-0.00588235294117645,-0.7314099959366085
