hospital_id,num_samples,baseline_auc,without_auc,contribution,contribution_pct
1,89,0.8052287581699347,0.7888888888888889,0.016339869281045805,2.0292207792207857
2,89,0.8052287581699347,0.7944444444444445,0.010784313725490158,1.3392857142857095
3,89,0.8052287581699347,0.8081699346405229,-0.002941176470588225,-0.36525974025973895
4,89,0.8052287581699347,0.8130718954248367,-0.007843137254902044,-0.9740259740259842
5,96,0.8052287581699347,0.8107843137254902,-0.005555555555555536,-0.6899350649350625
